index,page_name,page_url,project_url,mhtml_name
1486,#第七届立创电赛#人体感应小夜灯,https://oshwhub.com/maitaihaier/rtgy-xyd,https://pro.lceda.cn/editor#id=26190f84787b4620a31ca82732374466,#第七届立创电赛#人体感应小夜灯
1487,STM32手表,https://oshwhub.com/ty_1617/STM32shou-biao,https://pro.lceda.cn/editor#id=1c65ad31990541d3b6e4295f32e4369d,STM32手表
1488,【核心板】STM32F103C8T6,https://oshwhub.com/wffg/he-xin-ban-stm32f103c8t6,https://pro.lceda.cn/editor#id=3f6fdd9b09664e85a6d19677b75bea03,_核心板_STM32F103C8T6
1489,JRS/KZT转20P手机维修,https://oshwhub.com/jghj/JRS-KZTzhuai-20Pshou-ji-wei-xiu,https://pro.lceda.cn/editor#id=da38a5afdf2a4d3b8beaf036c8606584,JRS_KZT转20P手机维修
1490,tps65133验证板,https://oshwhub.com/chenzhiqi/tps65133,https://pro.lceda.cn/editor#id=70a2b302ab9f49129c4e687a22e94e84,tps65133验证板
1491,硬币大小的STM32F103C8T6最小系统板,https://oshwhub.com/yyy2363/stm32f103c8t6-he-xin-ban,https://pro.lceda.cn/editor#id=10890341c4d246698e99d4dab127a2d1,硬币大小的STM32F103C8T6最小系统板
1492,ESP8266多项开发板,https://oshwhub.com/stupidso4/ESP8266duo-xiang-kai-fa-ban,https://pro.lceda.cn/editor#id=fb146b86b4fb4592b583a226a6a43d24,ESP8266多项开发板
1493,淮师nfc卡,https://oshwhub.com/huajing/backupprojects_huajing_personal_0_20220609,https://pro.lceda.cn/editor#id=59d0981574be47c0ac97f9a53ade667b,淮师nfc卡
1494,ESP32-S3-PIE 基于ESP32-S3的卡片随身终端,https://oshwhub.com/fanhuacloud/esp32-s3-pie,https://pro.lceda.cn/editor#id=21ef2b4b902b425393b1990c13d119fc,ESP32_S3_PIE_基于ESP32_S3的卡片随身终端
1495,ESP32-S3开发板,https://oshwhub.com/z_star/ESP32-S3kai-fa-ban,https://pro.lceda.cn/editor#id=ce89b8286ce74229b8e6394437bcaf49,ESP32_S3开发板
1496,#第七届立创电赛#DHT11温湿度oled数显,https://oshwhub.com/sddfsav/dht11,https://pro.lceda.cn/editor#id=12007eb9540b442397dc8564210a0bdb,#第七届立创电赛#DHT11温湿度oled数显
1497,文宇815-p-case,https://oshwhub.com/gdbdzgd/wen-yu-815-p-case,https://pro.lceda.cn/editor#id=e08eb48dc6b34b028fe9ca292e2de879,文宇815_p_case
1498,#第七届立创电赛# qmk集成客制化RGB84键盘开发板,https://oshwhub.com/0xcb/kb_n32,https://pro.lceda.cn/editor#id=0dbc6e07366345749198f841d0885ff3,#第七届立创电赛#_qmk集成客制化RGB84键盘开发板
1499,1389510A+简约时钟02,https://oshwhub.com/wxhwxhwxh/1389510a-jian-yue-shi-zhong-02,https://pro.lceda.cn/editor#id=28c34a5f85cb436aae44cd5335584c31,1389510A+简约时钟02
1500,指纹锁,https://oshwhub.com/kurashizu/zhi-wen-suo,https://pro.lceda.cn/editor#id=7ff8fae4e2ec4a269d82a2535ed63944,指纹锁
1501,cx341 ocp转pcie,https://oshwhub.com/gushiyuni/ocp-zhuan-pcie-5v-du-li-gong-dian,https://pro.lceda.cn/editor#id=b3c1ddfabe904ef79d952ef41773d9e5,cx341_ocp转pcie
1502,#第七届立创电赛#N32G430姿态显示+蓝牙遥控小车,https://oshwhub.com/lsq2715833252/n32g430-xi,https://pro.lceda.cn/editor#id=f7fe5ac590074182a8fafcd85ab40625,#第七届立创电赛#N32G430姿态显示+蓝牙遥控小车
1503,#第七届立创电赛#3D姿态解算仪（单板集成）,https://oshwhub.com/tic-toc/midf-er,https://pro.lceda.cn/editor#id=bd20eea341a3402a8168a3e332a3d656,#第七届立创电赛#3D姿态解算仪（单板集成）
1504,WIFI继电器,https://oshwhub.com/ls12864/jidanqi,https://pro.lceda.cn/editor#id=2669af138320456e8d65005f3a9655f8,WIFI继电器
1505,#第七届立创电赛#dc-atx电源，但是badapple,https://oshwhub.com/ilikara/qi-ming-zi,https://pro.lceda.cn/editor#id=38e35d4ab6df48e2a2a6d13704d5df9c,#第七届立创电赛#dc_atx电源，但是badapple
1506,#第七届立创电赛#USB电流表,https://oshwhub.com/xiaer_cc/usb-dian-l,https://pro.lceda.cn/editor#id=628c1371d42e416483c5803a4aebfb16,#第七届立创电赛#USB电流表
1507,BQ25504能量采集模块,https://oshwhub.com/asid/BQ25504,https://pro.lceda.cn/editor#id=b34ad93624b641b6bc431561c14e896c,BQ25504能量采集模块
1508,信号采集输出及串口屏显示,https://oshwhub.com/ethan_vu/fen-xiang,https://pro.lceda.cn/editor#id=244bb44643944d1bacfa0bb5bbf9e29b,信号采集输出及串口屏显示
1509,立创开源 | CSPS接口服务器电源转接板,https://oshwhub.com/gaalxy/server_psu_convertor,https://pro.lceda.cn/editor#id=cf4eea3630974fff876eaf15a82f70cb,立创开源___CSPS接口服务器电源转接板
1510,【开源】ElectronBot_0603_xfs,https://oshwhub.com/wang007/electronbot3333_all0603,https://pro.lceda.cn/editor#id=5a18688bf70b4314b8d6646c0374fabc,_开源_ElectronBot_0603_xfs
1511,#第七届立创电赛#可拓展usb电流表,https://oshwhub.com/q3a1z1/usb-dian-l,https://pro.lceda.cn/editor#id=f3d9401f97364fc69c459b3953e5cac6,#第七届立创电赛#可拓展usb电流表
1512,"CH341A编程器，支持5V,3.3V.1.8V电压切换2",https://oshwhub.com/biannually/CH341Abian-cheng-qi-zhi-chi-5V-3-1.8,https://pro.lceda.cn/editor#id=7d3de1b0424b4d6ca72a79b453865a46,"CH341A编程器，支持5V,3.3V.1.8V电压切换2"
1513,XL4005 铝基板,https://oshwhub.com/etberzin/xl4005-lv-ji-ban,https://pro.lceda.cn/editor#id=bcec57cde8104721a37f6dd6145e9985,XL4005_铝基板
1514,st-linkv3mods-转接板,https://oshwhub.com/maos/st-linkv3mods-zhuan-jie-ban,https://pro.lceda.cn/editor#id=dbaf4239e8f64344bb2c6b07a4172a20,st_linkv3mods_转接板
1515,#第七届立创电赛#N32G430闹钟,https://oshwhub.com/wsj00/n32g430,https://pro.lceda.cn/editor#id=5ff5cdf5749b4d648c42f12715ea1749,#第七届立创电赛#N32G430闹钟
1516,arduboy游戏机,https://oshwhub.com/arduinoDDS/My8s4RGbvhfzclWYU7Vcrt0cws8lBhR1,https://pro.lceda.cn/editor#id=9f758d3bd05544c2b6fd5d7b4f0408d2,arduboy游戏机
1517,#第七届立创电赛#基于国民N32G430的姿态显示,https://oshwhub.com/liaobo1971/ji-yu-guo-,https://pro.lceda.cn/editor#id=a82952a7efb4489f82efbbd7dd33b2cf,#第七届立创电赛#基于国民N32G430的姿态显示
1518,#第七届立创电赛#温湿度警报,https://oshwhub.com/theniedada/wen-shi-du,https://pro.lceda.cn/editor#id=60f7eed73e5248bab9fd6be1aaa190c4,#第七届立创电赛#温湿度警报
1519,芯邦2199E方案,https://oshwhub.com/biannually/xin-bang-2199Efang-an,https://pro.lceda.cn/editor#id=47037d89325b4884ba5367ab1c72789e,芯邦2199E方案
1520,#第七届立创电赛#USB电流表,https://oshwhub.com/lcds/usb-dian-l_transfer_transfer_transfer_transfer,https://pro.lceda.cn/editor#id=e67bc9fcb38d443fb60fa063ffb64fcc,#第七届立创电赛#USB电流表
1521,5V 太阳能充电板,https://oshwhub.com/zeroking/tai-yang-nen-chong-dian,https://pro.lceda.cn/editor#id=a942e0d137ac4ec8a161210c7af3b861,5V_太阳能充电板
1522,【第七届立创电赛】Chrome小恐龙掌机,https://oshwhub.com/robank/xun-lian,https://pro.lceda.cn/editor#id=ac99f73b343e4920b17729a85bbac4f2,_第七届立创电赛_Chrome小恐龙掌机
1523,ESP自动下载模块（集成CH343P和CH340K）（已验证）,https://oshwhub.com/babala_ljj/ESPji-lie-zi-dong-xia-zai-mu-kua,https://pro.lceda.cn/editor#id=eddd1c99ee274ea5b252763a866131c2,ESP自动下载模块（集成CH343P和CH340K）（已验证）
1524,ESP32-S3 4.3寸电子相框(FPC4301MS),https://oshwhub.com/fanhuacloud/fpc4301ms,https://pro.lceda.cn/editor#id=1af4ac93b16f4d5bb065e4d38814c954,ESP32_S3_4.3寸电子相框(FPC4301MS)
1525,Cube-445_便携心电检测,https://oshwhub.com/an_ye/cube-445_-bian-xie-xin-dian-jian-ce,https://pro.lceda.cn/editor#id=d8eb6280864249958e3a23950d87dba7,Cube_445_便携心电检测
1526,ESP32开发板兼锂电池充电板,https://oshwhub.com/adan/esp32_-ce-shi-kai-fa-ban,https://pro.lceda.cn/editor#id=cd7dca07b9a04bc88bc3f6e71ea02845,ESP32开发板兼锂电池充电板
1527,stm32f103c6t6最小系统板,https://oshwhub.com/zeroking/stm32f103c6t6-zui-xiao-xi-tong-ban,https://pro.lceda.cn/editor#id=bf93c5cce8ba4cd0b75d1d3242a77a61,stm32f103c6t6最小系统板
1528,#第七届立创电赛#USB功率计,https://oshwhub.com/projectber/usb-dian-l,https://pro.lceda.cn/editor#id=a0cec85fc039447f983069f3fc79c176,#第七届立创电赛#USB功率计
1529,【训练营】无刷电机驱动器,https://oshwhub.com/Weishui_Changan/c823346549c743e28e3bd569055a2631,https://pro.lceda.cn/editor#id=7f1977095d584ae1a4ac738a97fb3ef1,_训练营_无刷电机驱动器
1530,【训练营官方案例】 基于N32G430的实时姿态显示,https://oshwhub.com/limengmeng12345/ji-chu-ying-usb-gong-lv-ji,https://pro.lceda.cn/editor#id=f42a5de66bed43cfaf5dc98d897f068a,_训练营官方案例__基于N32G430的实时姿态显示
1531,GD32E230c8t6最小系统板,https://oshwhub.com/arcayi/gd32e230c8t6-zui-xiao-xi-tong-ban-_2022-08-10_12-06-52,https://pro.lceda.cn/editor#id=5cd9d1557adb439191f2467f58400e84,GD32E230c8t6最小系统板
1532,奇光板lite【基于涂鸦智能】,https://oshwhub.com/knyin/tu-ya-qi-guang-ban-kong-zhi-ban,https://pro.lceda.cn/editor#id=ef5dd536089b49649efac392f35ba10c,奇光板lite_基于涂鸦智能_
1533,【亚特联】万能红外遥控器,https://oshwhub.com/hao_hui/ya-te-lian-hong-wai,https://pro.lceda.cn/editor#id=62da9581a4ab4a36a1b62ba0086475c5,_亚特联_万能红外遥控器
1534,LED8x16 点阵,https://oshwhub.com/etberzin/led8x16,https://pro.lceda.cn/editor#id=ed35b562fd64402093722d573b6cc179,LED8x16_点阵
1535,可变可调电阻,https://oshwhub.com/xiaocc22/ke-bian-ke-diao-dian-zu,https://pro.lceda.cn/editor#id=6ba67bdc4f314ae1a86c3e0f2bac98f9,可变可调电阻
1536,基于CircuitPython编程的电路板,https://oshwhub.com/welbur/CPG-RP2040,https://pro.lceda.cn/editor#id=01fdd535ef6640e7a4ca7f904fb0d9c6,基于CircuitPython编程的电路板
1537,T12 Project,https://oshwhub.com/chdilo/t12-project,https://pro.lceda.cn/editor#id=d46a854c4be64c49b5205276876c2cac,T12_Project
1538,随身WIFI的USB拓展,https://oshwhub.com/zy143l/ufi_hub_lite_share,https://pro.lceda.cn/editor#id=8a11158b334246399c199fea2d3730b9,随身WIFI的USB拓展
1539,智能离线语音空调风扇等万能红外遥控器6元芯片方案,https://oshwhub.com/yy5555444/zhi-nen-li-xian-yu-yin-kong-diao-wan-nen-hong-wai-yao-kong-qi-6-yuan-xin-pian-fang-an,https://pro.lceda.cn/editor#id=6e22703b714945bcbdc4c7747038ae3e,智能离线语音空调风扇等万能红外遥控器6元芯片方案
1540,N32G430C8L7核心板,https://oshwhub.com/vacurge/342d549529364d0d9e5e4c03b20e2320,https://pro.lceda.cn/editor#id=056d30b7721647aeb7f47b97c289aaa2,N32G430C8L7核心板
1541,STLINK,https://oshwhub.com/oldtreee/stlink,https://pro.lceda.cn/editor#id=ae3f6ef5b1f1437a80d6eb2fc5790017,STLINK
1542,【训练营】DIY听话的四足机器狗,https://oshwhub.com/sant/robot-dog,https://pro.lceda.cn/editor#id=dfdd88c6efab4bacbb941aa67915e51a,_训练营_DIY听话的四足机器狗
1543,Allwinner-D1s,https://oshwhub.com/oldtreee/allwinner-d1s,https://pro.lceda.cn/editor#id=81aa6baf8fec4039a012e930f4e0f3e0,Allwinner_D1s
1544,AT8870直流电机驱动器-开源工程,https://oshwhub.com/Weishui_Changan/kfmO40LV4RBTA1A0qpOXJkRrLjBBdHHr,https://pro.lceda.cn/editor#id=54d4198e5d304feeac727412e263bdd2,AT8870直流电机驱动器_开源工程
1545,5V接近开关,https://oshwhub.com/xiaocc22/d7e48cf97f704463896b3339f2dc5c68,https://pro.lceda.cn/editor#id=35f89ad2f3154f22ae12b179ec0cb06c,5V接近开关
1546,STM32F103最小系统,https://oshwhub.com/lengyuefeng/stm32f103-zui-xiao-xi-tong,https://pro.lceda.cn/editor#id=1ac977740dbc41e085f58a3ba0aa950f,STM32F103最小系统
1547,【训练营】小小狗勾,https://oshwhub.com/andrewkiki/xiao-xiao-gou-gou,https://pro.lceda.cn/editor#id=98acb7c27b8948bd99e9cfc5b7a94485,_训练营_小小狗勾
1548,【训练营】基于华为鸿蒙Hi3861模块的机器狗,https://oshwhub.com/wo_wo/ji-yu-hua-wei-hong-menghi3861-mu-kuai-di-ji-qi-gou,https://pro.lceda.cn/editor#id=5998ec61315347b5bc390bc709ee8b88,_训练营_基于华为鸿蒙Hi3861模块的机器狗
1549,【训练营】机械狗.,https://oshwhub.com/xixi11/ji-xie-gou,https://pro.lceda.cn/editor#id=29083a8f62954d37bcb470f495969841,_训练营_机械狗.
1550,TPS54360直流降压模块,https://oshwhub.com/pcbxgy/sch_tps54360-zhi-liu-jiang-ya-mo-kuai-_2022-07-12,https://pro.lceda.cn/editor#id=c1d25e95b0ff4e37b84ec45a38e63f04,TPS54360直流降压模块
1551,USB电源转笔记本升压充电模块（支持快充协议）,https://oshwhub.com/dingcheng/usb-zhuan-bi-ji-ben-sheng-ya-chong-dian-mo-kuai,https://pro.lceda.cn/editor#id=a98d84d9983242d1907c35178947a547,USB电源转笔记本升压充电模块（支持快充协议 ）
1552,SX1308_正负电源,https://oshwhub.com/javahou/sx1308_-zheng-fu-dian-yuan,https://pro.lceda.cn/editor#id=2c2bdc9c3432486b9ac60dbd1153ca99,SX1308_正负电源
1553,【训练营】机器大舔狗,https://oshwhub.com/worrier/ji-qi-tai-tian-gou,https://pro.lceda.cn/editor#id=ca16d2e67c744a69ba33d8d3f909f104,_训练营_机器大舔狗
1554,STM32G0B1VE系列 核心板版,https://oshwhub.com/Aknice/918bda72fe8e47a3a8352f36fbe69d07,https://pro.lceda.cn/editor#id=90bec606278f43d6a6911fd75cceb8d8,STM32G0B1VE系列_核心板版
1555,【立创训练营】基于hi3861的鸿蒙四足仿生机器狗,https://oshwhub.com/jiake/li-chuang-xun-lian-ying-zhi-neng-gou-zi,https://pro.lceda.cn/editor#id=befb617c13964b28aca2c3a435497e01,_立创训练营_基于hi3861的鸿蒙四足仿生机器狗
1556,一把LOGO尺子，记得看看星空,https://oshwhub.com/Tom_13/Gtvro7T616MzjwAZh79HQ5QrIju1RyS9,https://pro.lceda.cn/editor#id=ded4511102974ad19c4e10c3d6f8577e,一把LOGO尺子，记得看看星空
1557,【训练营】长了机械臂的瓦无力,https://oshwhub.com/XINYI/yi-zhi-xiu-gou,https://pro.lceda.cn/editor#id=ab9b111761da4f3d967c0031800b2a82,_训练营_长了机械臂的瓦无力
1558,PlotClock,https://oshwhub.com/william-zhang/robodog,https://pro.lceda.cn/editor#id=587ac6275e094339a7e4a47c33d408cb,PlotClock
1559,【训练营】环保版小贱钟,https://oshwhub.com/ccc7/yitiaotuidog,https://pro.lceda.cn/editor#id=66108e8657d04160918dcc2fb2470672,_训练营_环保版小贱钟
1560,【训练营】仿生机器狗,https://oshwhub.com/lexus-lei/dogdogdog,https://pro.lceda.cn/editor#id=17b4d48a114e4ca89827edee061bc4a8,_训练营_仿生机器狗
1561,【训练营】一条狗腿,https://oshwhub.com/beancurdlove/yi-tiao-gou-tui,https://pro.lceda.cn/editor#id=5e9da5c9628049558cbe126640e882d9,_训练营_一条狗腿
1562,基于海思HI3861模组拓展的四足仿生机械狗,https://oshwhub.com/ly13967/si-zu-ji-xiecheems,https://pro.lceda.cn/editor#id=227bc1483b7f4fe4b341a97c16764d94,基于海思HI3861模组拓展的四足仿生机械狗
1563,【训练营】仿生机器狗,https://oshwhub.com/john-wick/fang-sheng-ji-qi-gou,https://pro.lceda.cn/editor#id=a34468aedd8f441d9d066cb1bdf8f596,_训练营_仿生机器狗
1564,【训练营】Servo机器狗,https://oshwhub.com/samguns/servo-ji-qi-gou,https://pro.lceda.cn/editor#id=bad17fac104c4b939a7db404e82e10f0,_训练营_Servo机器狗
1565,【训练营】小贱钟DIY,https://oshwhub.com/systemcl/xiao-jian-zhong_diy,https://pro.lceda.cn/editor#id=d61b9303e7f04bc88a7254b95dbf915b,_训练营_小贱钟DIY
1566,【训练营】机器狗腿,https://oshwhub.com/lyu4662/ji-qi-gou-tui,https://pro.lceda.cn/editor#id=eec93e0b44bf4dd79edf18529bdd7b92,_训练营_机器狗腿
1567,【训练营】小小贱钟,https://oshwhub.com/electgc/xiao-xiao-jian-zhong,https://pro.lceda.cn/editor#id=78d09f4074e14959873dcf5c6876c896,_训练营_小小贱钟
1568,【训练营】像一只狗,https://oshwhub.com/ericrain/xiang-yi-zhi-gou,https://pro.lceda.cn/editor#id=46db7b5262284a6fb648cf332664e8a5,_训练营_像一只狗
1569,【训练营】舵机驱动的仿生机器狗,https://oshwhub.com/hnb1m2n/liang-tiao-tui-di-gou,https://pro.lceda.cn/editor#id=057ff39d56d44d20871364d077d41699,_训练营_舵机驱动的仿生机器狗
1570,【训练营】疯癫四不像,https://oshwhub.com/broadbackup/fang-sheng-ji-qi-gou-she-ji,https://pro.lceda.cn/editor#id=70369dcf54274341827dd09aa4a17084,_训练营_疯癫四不像
1571,【训练营】仿生狗设计,https://oshwhub.com/wxb0301/fang-sheng-gou-she-ji,https://pro.lceda.cn/editor#id=6fa78bd842b44e5e936ff6a291e9c2dc,_训练营_仿生狗设计
1572,【训练营】传智教育Hi3861 蹬腿的狗,https://oshwhub.com/czh11000/kuai-zou-di-xiu-gou,https://pro.lceda.cn/editor#id=2a0e70d88b014b67838d524cd22df95b,_训练营_传智教育Hi3861_蹬腿的狗
1573,【训练营】姜丫狗蛋,https://oshwhub.com/mei-you-tuan-dui-di-tuan-dui/jiang-ya-gou-dan,https://pro.lceda.cn/editor#id=2eeae166c8a64b03bab7c808e74536f3,_训练营_姜丫狗蛋
1574,无刷电机驱动-通用版,https://oshwhub.com/lsq2715833252/wu-shua-dian-ji-gong-shuai-ban,https://pro.lceda.cn/editor#id=28e4eab82ab94b6c988e49bba246fa67,无刷电机驱动_通用版
1575,【ESP32C3】迷你开发板,https://oshwhub.com/aris.95/esp32c3,https://pro.lceda.cn/editor#id=5cfbe48faf2c4d8996a998efc75154a2,_ESP32C3_迷你开发板
1576,【训练营】简易机械狗,https://oshwhub.com/zengshuaishuai/jian-yi-ji-xie-gou,https://pro.lceda.cn/editor#id=be965f2ea8ef4937a0ba5734f68df011,_训练营_简易机械狗
1577,42闭环步进,https://oshwhub.com/Weishui_Changan/e46b3d174e2a4fcf9087f0442f2f23ec,https://pro.lceda.cn/editor#id=b4009b0f270b49958488c0f7496a17a3,42闭环步进
1578,ALLwinner-f1c100s,https://oshwhub.com/oldtreee/allwinner-f1c100s,https://pro.lceda.cn/editor#id=b5483dbabd144909a5065c574a6ec8cb,ALLwinner_f1c100s
1579,天问51-MINI V1.0,https://oshwhub.com/dcdq123/tian-wen-51-mini-v1-0,https://pro.lceda.cn/editor#id=e17d4b5f0d75482dbb7dbd5424f45ae9,天问51_MINI_V1.0
1580,【训练营】dogdogdog,https://oshwhub.com/gnosis/adog,https://pro.lceda.cn/editor#id=0e08912e9d0f4afd9b726a667d1d5b71,_训练营_dogdogdog
1581,STC89C52RC 迷你系统板,https://oshwhub.com/aris.95/uyk-stc89c52rc-core,https://pro.lceda.cn/editor#id=f1bb3cdab0294d3c8f581db98b223e9f,STC89C52RC_迷你系统板
1582,CH32V103-Core,https://oshwhub.com/hansdog/ch32v103-core,https://pro.lceda.cn/editor#id=3bf0c9590e54480e93f75891436b77fa,CH32V103_Core
1583,MP2315_12V转5V,https://oshwhub.com/323380cc/mp2315_12v-zhuan-5v,https://pro.lceda.cn/editor#id=32bacff5d8fb4c2984731e8a0404c2a3,MP2315_12V转5V
1584,USB集线器,https://oshwhub.com/15653072438poiu/dd0a6afb22ca44b59ca6084731c6a4de,https://pro.lceda.cn/editor#id=5dc9db8aa28f4873be5de1ae99ab89bd,USB集线器
1585,【CW32】CW无刷电机驱动,https://oshwhub.com/lsq2715833252/cw-wu-shua-dian-ji-qu-dong,https://pro.lceda.cn/editor#id=606b872b08654fbcbfacf0070909845e,_CW32_CW无刷电机驱动
1586,【CW32】基于CW32的无刷电机航模控制系统,https://oshwhub.com/andylauren/cw32_flying_controler,https://pro.lceda.cn/editor#id=484a1e7043324e61a3b0ba54f08a89b2,_CW32_基于CW32的无刷电机航模控制系统
1587,立创训练营炫彩旋转摆台,https://oshwhub.com/ym2021/li-chuang-xun-lian-ying-xuan-cai-xuan-zhuan-bai-tai,https://pro.lceda.cn/editor#id=9363c748d5cb4212a1b392206698ea1a,立创训练营炫彩旋转摆台
1588,核心板3.0,https://oshwhub.com/lengyuefeng/he-xin-ban-3-0,https://pro.lceda.cn/editor#id=c338706bab7a4005953f35bdf2fc8ab2,核心板3.0
1589,基于CW32开发板+无刷电机驱动板,https://oshwhub.com/yt17/wu-shua-dian-ji-gong-lv-ban,https://pro.lceda.cn/editor#id=f38850df285d49fea67f26efe2b26a34,基于CW32开发板+无刷电机驱动板
1590,电平灯,https://oshwhub.com/testdemo/dian-ping-deng,https://pro.lceda.cn/editor#id=0dd6794b66724ac09334873eef94ce57,电平灯
1591,基于STM32F1的四轴3D打印机控制板,https://oshwhub.com/baobaoa/0500cac941b5481bb4263e209a5e4e69,https://pro.lceda.cn/editor#id=ddd9640fb0234ef888d12ad4431d64d7,基于STM32F1的四轴3D打印机控制板
1592,65W_charger,https://oshwhub.com/bestdesign/65w_charger,https://pro.lceda.cn/editor#id=85343c7c3a6e42d3a24324e7c1a1b010,65W_charger
1593,遥控小车,https://oshwhub.com/12345VVA/New-Project_20210620174553,https://pro.lceda.cn/editor#id=10fc11fd3fd047c9880c6288f8d2250b,遥控小车
1594,树莓派Raspberry Pi pico开发板,https://oshwhub.com/DINGCHENG/zYTSu9RFhcxR7tQ6Is4aWk6J24HDPf5B,https://pro.lceda.cn/editor#id=f58afba557d8478990d691954ac4bfc8,树莓派Raspberry_Pi_pico开发板
1595,【CW32】PWM风扇调速器,https://oshwhub.com/antonio/pwm-feng-shan-diao-su-qi,https://pro.lceda.cn/editor#id=57d762986da74f129bdd044ac1fd46e4,_CW32_PWM风扇调速器
1596,CH340N转串口,https://oshwhub.com/323380cc/ch340n-zhuan-chuan-kou,https://pro.lceda.cn/editor#id=fcf662ccf87549ffa8e69e27042ca5e6,CH340N转串口
1597,BGT60地板,https://oshwhub.com/GaAs/6baac397ce5a4c518cad42ba43c0a135,https://pro.lceda.cn/editor#id=27a29138a7cc479fac96106db6cd35d9,BGT60地板
1598,基于DRV8301与STM32F4的FOC驱器四层板,https://oshwhub.com/wshstudy/ji-yu-DRV8301yu-STM32F4de-FOCqu-,https://pro.lceda.cn/editor#id=3b8b414c45af4e0bbbcadc8779a06c81,基于DRV8301与STM32F4的FOC驱器四层板
1599,RA-瑞萨R7小台灯,https://oshwhub.com/fan666666/ra-rui-sa-xly,https://pro.lceda.cn/editor#id=329b377560e84923a7c06823bf1fe851,RA_瑞萨R7小台灯
1600,esp32开发板wroom_32D_zgf_20220427,https://oshwhub.com/zgf-tony/esp32-kai-fa-ban-wroom_32d_zgf_20220427,https://pro.lceda.cn/editor#id=a534a6b2b9d84e75ba971a32146fad9b,esp32开发板wroom_32D_zgf_20220427
1601,锂电池充电1,https://oshwhub.com/futern/li-dian-chi-chong-dian-1,https://pro.lceda.cn/editor#id=3d11ced2ec1142dba8f4576ee9624f45,锂电池充电1
1602,快充充电宝主板-online,https://oshwhub.com/liuyuhe/YmF2cisISGKglfTH8lzRbJNF3xb9YT80,https://pro.lceda.cn/editor#id=f8dc3197c7e140ebafd711dd7e35065e,快充充电宝主板_online
1603,IP6538,https://oshwhub.com/GQ1060/a94a77ea374448a0ae461fc2f532217c,https://pro.lceda.cn/editor#id=551166663aaf43a1b28f2efb9bb5bb35,IP6538
1604,基于CH224K的PD 快充头 转接输出,https://oshwhub.com/chenhlin/pd-kuai-chong-tou-zhuan-jie-shu-chu,https://pro.lceda.cn/editor#id=be13698162e740d198ad2b044670a3ab,基于CH224K的PD_快充头_转接输出
1605,全志V3X,https://oshwhub.com/lengyuefeng/WjDpq0716tOAOC5GcuP36QcSxHj5hdwI,https://pro.lceda.cn/editor#id=55f262dff52243d88c75709bdaed38f3,全志V3X
1606,GD32L233-DEMO1,https://oshwhub.com/wadeRen/546f22622c1a49ad913cce0f88d0e932,https://pro.lceda.cn/editor#id=107d56ca3f57492c9bef4fad4d8327d4,GD32L233_DEMO1
1607,ZL401_核心板,https://oshwhub.com/DevelopLink_1/B0uW645ENgMJgTP21TLI0Wdx5YYofvSH_transfer,https://pro.lceda.cn/editor#id=f303a6318b174baa8c1e90b4db810d47,ZL401_核心板
1608,无线串口V1.0,https://oshwhub.com/shengxia/wu-xian-chuan-kou-V1,https://pro.lceda.cn/editor#id=f018b899877842e4a836c2ac31c7ccae,无线串口V1.0
1609,0.98 OLED,https://oshwhub.com/street_LC/yRBFzeKHdWMNRgh5Oew6C5CvbyC09Sy4,https://pro.lceda.cn/editor#id=3fd2ab3e452b41cbbd221e27ed7ab111,0.98_OLED
1610,雪融融挂件（冰墩墩同款大小）,https://oshwhub.com/Jin_Haoran/xue-rong-rong-gua-jian-bing-dun-,https://pro.lceda.cn/editor#id=9eb15d4b2ff94468961668d74a09a714,雪融融挂件（冰墩墩同款大小）
1611,EFM8LB1 Base,https://oshwhub.com/puzihao2018/VVlZlf8OkS0ILMZ0MOjGVLxOY1gq0UmJ,https://pro.lceda.cn/editor#id=a1b214ed535b4834b8fcfc34264714ef,EFM8LB1_Base
1612,LDO_board,https://oshwhub.com/Aweie/SFI2Njow6albMNy1wrlRy3rYt78lQyik,https://pro.lceda.cn/editor#id=231901dfd575412eaa7695f364608f3c,LDO_board
1613,M2 1216无线网卡转NGFF/M2 e-Key,https://oshwhub.com/zhao1999250/e8DR7deHSAP5JNyPOiUMpNvUaOf02Vs0,https://pro.lceda.cn/editor#id=b32f325f6def448b9adeac420a172005,M2_1216无线网卡转NGFF_M2_e_Key
1614,Stlink v2,https://oshwhub.com/leilongfei/Stlink-v2,https://pro.lceda.cn/editor#id=0d6eb13009cb476b849ff8689a2c0452,Stlink_v2
1615,中科微ATGM332D-5N31验证板（四层）,https://oshwhub.com/FanHuaCloud/5n31-4-ceng,https://pro.lceda.cn/editor#id=dd3cbd1b220a4394aa3444ca56a98830,中科微ATGM332D_5N31验证板（四层）
1616,ESP32-AI语音助手,https://oshwhub.com/gbn2333/esp32-ink-screen-clock,https://pro.lceda.cn/editor#id=62aa17887d5446a982f8883168e7f4dc,ESP32_AI语音助手
1617,基于中颖SH367010B 7-10串 30A 锂电池保护板,https://oshwhub.com/hmtang/schematic1,https://pro.lceda.cn/editor#id=0c8697374e754290ab43b9b5984bb7ce,基于中颖SH367010B_7_10串_30A_锂电池保护板
1618,基于立创·梁山派的智能小车设计,https://oshwhub.com/mcsy/smart_car,https://pro.lceda.cn/editor#id=6675d651b5d045f6ae226a4cf91b4c30,基于立创·梁山派的智能小车设计
